Number,Sample,Formation,Pathway
5345,Mary_Anning_3_ccam_2872,Gale crater,Gale crater
5346,Mary_Anning_3_ccam_2872,Gale crater,Gale crater
5347,Mary_Anning_3_ccam_2872,Gale crater,Gale crater
5348,Mary_Anning_3_ccam_2872,Gale crater,Gale crater
5349,Corrie_Fee,Gale crater,Gale crater
5350,Corrie_Fee,Gale crater,Gale crater
5351,Corrie_Fee,Gale crater,Gale crater
5352,Corrie_Fee,Gale crater,Gale crater
5353,Corrie_Fee,Gale crater,Gale crater
5354,Corrie_Fee,Gale crater,Gale crater
5355,Corrie_Fee,Gale crater,Gale crater
5356,Corrie_Fee,Gale crater,Gale crater
5357,Hebridean_Way,Gale crater,Gale crater
5358,Hebridean_Way,Gale crater,Gale crater
5359,Hartshorn_Pike,Gale crater,Gale crater
5360,Hartshorn_Pike,Gale crater,Gale crater
5361,Hartshorn_Pike,Gale crater,Gale crater
5362,Hartshorn_Pike,Gale crater,Gale crater
5363,Hartshorn_Pike,Gale crater,Gale crater
5364,Hartshorn_Pike,Gale crater,Gale crater
5365,Hartshorn_Pike,Gale crater,Gale crater
5366,Hartshorn_Pike,Gale crater,Gale crater
5367,Hartshorn_Pike,Gale crater,Gale crater
5368,Hartshorn_Pike,Gale crater,Gale crater
5369,Mary_Anning_3_ccam_2874,Gale crater,Gale crater
5370,Mary_Anning_3_ccam_2874,Gale crater,Gale crater
5371,Mary_Anning_3_ccam_2874,Gale crater,Gale crater
5372,Mary_Anning_3_ccam_2874,Gale crater,Gale crater
5373,Mary_Anning_3_ccam_2874,Gale crater,Gale crater
5374,Insh_Marshes,Gale crater,Gale crater
5375,Insh_Marshes,Gale crater,Gale crater
5376,Insh_Marshes,Gale crater,Gale crater
5377,Insh_Marshes,Gale crater,Gale crater
5378,Njuggleswater,Gale crater,Gale crater
5379,Njuggleswater,Gale crater,Gale crater
5380,Njuggleswater,Gale crater,Gale crater
5381,Njuggleswater,Gale crater,Gale crater
5382,Njuggleswater,Gale crater,Gale crater
5383,Rocabarraigh,Gale crater,Gale crater
5384,Rocabarraigh,Gale crater,Gale crater
5385,Rocabarraigh,Gale crater,Gale crater
5386,Rocabarraigh,Gale crater,Gale crater
5387,Rocabarraigh,Gale crater,Gale crater
5388,Rocabarraigh,Gale crater,Gale crater
5389,Rocabarraigh,Gale crater,Gale crater
5390,Rocabarraigh,Gale crater,Gale crater
5391,Rocabarraigh,Gale crater,Gale crater
5392,Rocabarraigh,Gale crater,Gale crater
5393,Burgi,Gale crater,Gale crater
5394,Burgi,Gale crater,Gale crater
5395,Burgi,Gale crater,Gale crater
5396,Burgi,Gale crater,Gale crater
5397,Burgi,Gale crater,Gale crater
5398,Snowy_Owl,Gale crater,Gale crater
5399,Snowy_Owl,Gale crater,Gale crater
5400,Snowy_Owl,Gale crater,Gale crater
5401,Snowy_Owl,Gale crater,Gale crater
5402,Snowy_Owl,Gale crater,Gale crater
5403,Snowy_Owl,Gale crater,Gale crater
5404,Snowy_Owl,Gale crater,Gale crater
5405,Snowy_Owl,Gale crater,Gale crater
5406,Snowy_Owl,Gale crater,Gale crater
5407,Snowy_Owl,Gale crater,Gale crater
5408,Balnakeil_Bay,Gale crater,Gale crater
5409,Balnakeil_Bay,Gale crater,Gale crater
5410,Torran,Gale crater,Gale crater
5411,Torran,Gale crater,Gale crater
5412,Torran,Gale crater,Gale crater
5413,Torran,Gale crater,Gale crater
5414,Torran,Gale crater,Gale crater
5415,Torran,Gale crater,Gale crater
5416,Torran,Gale crater,Gale crater
5417,Torran,Gale crater,Gale crater
5418,Torran,Gale crater,Gale crater
5419,Torran,Gale crater,Gale crater
5420,Belhaven_Bay,Gale crater,Gale crater
5421,Belhaven_Bay,Gale crater,Gale crater
5422,Belhaven_Bay,Gale crater,Gale crater
5423,Belhaven_Bay,Gale crater,Gale crater
5424,Belhaven_Bay,Gale crater,Gale crater
5425,Belhaven_Bay,Gale crater,Gale crater
5426,Belhaven_Bay,Gale crater,Gale crater
5427,Belhaven_Bay,Gale crater,Gale crater
5428,Belhaven_Bay,Gale crater,Gale crater
5429,Belhaven_Bay,Gale crater,Gale crater
5430,Fountainhall,Gale crater,Gale crater
5431,Sandlodge_Mine,Gale crater,Gale crater
5432,Sandlodge_Mine,Gale crater,Gale crater
5433,Sandlodge_Mine,Gale crater,Gale crater
5434,Sandlodge_Mine,Gale crater,Gale crater
5435,Sandlodge_Mine,Gale crater,Gale crater
5436,Sandlodge_Mine,Gale crater,Gale crater
5437,Sandlodge_Mine,Gale crater,Gale crater
5438,Sandlodge_Mine,Gale crater,Gale crater
5439,Sandlodge_Mine,Gale crater,Gale crater
5440,Sandlodge_Mine,Gale crater,Gale crater
5441,Clivocast,Gale crater,Gale crater
5442,Clivocast,Gale crater,Gale crater
5443,Clivocast,Gale crater,Gale crater
5444,Clivocast,Gale crater,Gale crater
5445,Clivocast,Gale crater,Gale crater
5446,Clivocast,Gale crater,Gale crater
5447,Clivocast,Gale crater,Gale crater
5448,Clivocast,Gale crater,Gale crater
5449,Clivocast,Gale crater,Gale crater
5450,Clivocast,Gale crater,Gale crater
5451,Prestonpans,Gale crater,Gale crater
5452,Prestonpans,Gale crater,Gale crater
5453,Prestonpans,Gale crater,Gale crater
5454,Prestonpans,Gale crater,Gale crater
5455,Prestonpans,Gale crater,Gale crater
5456,Prestonpans,Gale crater,Gale crater
5457,Prestonpans,Gale crater,Gale crater
5458,Prestonpans,Gale crater,Gale crater
5459,Prestonpans,Gale crater,Gale crater
5460,Prestonpans,Gale crater,Gale crater
5461,Quoy,Gale crater,Gale crater
5462,Quoy,Gale crater,Gale crater
5463,Quoy,Gale crater,Gale crater
5464,Quoy,Gale crater,Gale crater
5465,Quoy,Gale crater,Gale crater
5466,Quoy,Gale crater,Gale crater
5467,Quoy,Gale crater,Gale crater
5468,Quoy,Gale crater,Gale crater
5469,Skor,Gale crater,Gale crater
5470,Lealt,Gale crater,Gale crater
5471,Lealt,Gale crater,Gale crater
5472,Lealt,Gale crater,Gale crater
5473,The_Fless,Gale crater,Gale crater
5474,The_Fless,Gale crater,Gale crater
5475,The_Fless,Gale crater,Gale crater
5476,The_Fless,Gale crater,Gale crater
5477,The_Fless,Gale crater,Gale crater
5478,The_Fless,Gale crater,Gale crater
5479,The_Fless,Gale crater,Gale crater
5480,The_Fless,Gale crater,Gale crater
5481,The_Fless,Gale crater,Gale crater
5482,Glen_Dochart,Gale crater,Gale crater
5483,Glen_Dochart,Gale crater,Gale crater
5484,Glen_Dochart,Gale crater,Gale crater
5485,Glen_Dochart,Gale crater,Gale crater
5486,Glen_Dochart,Gale crater,Gale crater
5487,Glen_Fruin,Gale crater,Gale crater
5488,Glen_Fruin,Gale crater,Gale crater
5489,Glen_Fruin,Gale crater,Gale crater
5490,Glen_Fruin,Gale crater,Gale crater
5491,Glen_Fruin,Gale crater,Gale crater
5492,Glen_Fruin,Gale crater,Gale crater
5493,Glen_Fruin,Gale crater,Gale crater
5494,Glen_Fruin,Gale crater,Gale crater
5495,Glen_Fruin,Gale crater,Gale crater
5496,Glen_Fruin,Gale crater,Gale crater
5497,Lunnasting,Gale crater,Gale crater
5498,Lunnasting,Gale crater,Gale crater
5499,Lunnasting,Gale crater,Gale crater
5500,Lunnasting,Gale crater,Gale crater
5501,Lunnasting,Gale crater,Gale crater
5502,Kleber,Gale crater,Gale crater
5503,Kleber,Gale crater,Gale crater
5504,Kleber,Gale crater,Gale crater
5505,Kleber,Gale crater,Gale crater
5506,Kleber,Gale crater,Gale crater
5507,Kleber,Gale crater,Gale crater
5508,Kleber,Gale crater,Gale crater
5509,Kleber,Gale crater,Gale crater
5510,Kleber,Gale crater,Gale crater
5511,Kleber,Gale crater,Gale crater
5512,Duntulm,Gale crater,Gale crater
5513,Duachy,Gale crater,Gale crater
5514,Duachy,Gale crater,Gale crater
5515,Duachy,Gale crater,Gale crater
5516,Duachy,Gale crater,Gale crater
5517,Duachy,Gale crater,Gale crater
5518,Duachy,Gale crater,Gale crater
5519,Duachy,Gale crater,Gale crater
5520,Duachy,Gale crater,Gale crater
5521,Wart,Gale crater,Gale crater
5522,Wart,Gale crater,Gale crater
5523,Wart,Gale crater,Gale crater
5524,Wart,Gale crater,Gale crater
5525,Wart,Gale crater,Gale crater
5526,Wart,Gale crater,Gale crater
5527,Wart,Gale crater,Gale crater
5528,Wart,Gale crater,Gale crater
5529,Wart,Gale crater,Gale crater
5530,Balallan,Gale crater,Gale crater
5531,Balallan,Gale crater,Gale crater
5532,Balallan,Gale crater,Gale crater
5533,Balallan,Gale crater,Gale crater
5534,Balallan,Gale crater,Gale crater
5535,Balallan,Gale crater,Gale crater
5536,Balallan,Gale crater,Gale crater
5537,Balallan,Gale crater,Gale crater
5538,Balallan,Gale crater,Gale crater
5539,Balallan,Gale crater,Gale crater
5540,Skaw_Beach,Gale crater,Gale crater
5541,Skaw_Beach,Gale crater,Gale crater
5542,Skaw_Beach,Gale crater,Gale crater
5543,Skaw_Beach,Gale crater,Gale crater
5544,Skaw_Beach,Gale crater,Gale crater
5545,Groken_ccam,Gale crater,Gale crater
5546,Groken_ccam,Gale crater,Gale crater
5547,Groken_ccam,Gale crater,Gale crater
5548,Groken_ccam,Gale crater,Gale crater
5549,Groken_ccam,Gale crater,Gale crater
5550,Groken_ccam,Gale crater,Gale crater
5551,Groken_ccam,Gale crater,Gale crater
5552,Groken_ccam,Gale crater,Gale crater
5553,Groken_ccam,Gale crater,Gale crater
5554,Groken_ccam,Gale crater,Gale crater
5555,Groken_ccam,Gale crater,Gale crater
5556,Groken_ccam,Gale crater,Gale crater
5557,Groken_ccam,Gale crater,Gale crater
5558,Groken_ccam,Gale crater,Gale crater
5559,Groken_ccam,Gale crater,Gale crater
5560,Groken_ccam,Gale crater,Gale crater
5561,Hella,Gale crater,Gale crater
5562,Hella,Gale crater,Gale crater
5563,Hella,Gale crater,Gale crater
5564,Hella,Gale crater,Gale crater
5565,Hella,Gale crater,Gale crater
5566,Hella,Gale crater,Gale crater
5567,Hella,Gale crater,Gale crater
5568,Hella,Gale crater,Gale crater
5569,Hella,Gale crater,Gale crater
5570,Hella,Gale crater,Gale crater
5571,Great_Skua,Gale crater,Gale crater
5572,Great_Skua,Gale crater,Gale crater
5573,Great_Skua,Gale crater,Gale crater
5574,Great_Skua,Gale crater,Gale crater
5575,Great_Skua,Gale crater,Gale crater
5576,Great_Skua,Gale crater,Gale crater
5577,Great_Skua,Gale crater,Gale crater
5578,Great_Skua,Gale crater,Gale crater
5579,Great_Skua,Gale crater,Gale crater
5580,Great_Skua,Gale crater,Gale crater
5581,The_Clumpers,Gale crater,Gale crater
5582,The_Clumpers,Gale crater,Gale crater
5583,The_Clumpers,Gale crater,Gale crater
5584,The_Clumpers,Gale crater,Gale crater
5585,The_Clumpers,Gale crater,Gale crater
5586,The_Clumpers,Gale crater,Gale crater
5587,The_Clumpers,Gale crater,Gale crater
5588,The_Clumpers,Gale crater,Gale crater
5589,The_Clumpers,Gale crater,Gale crater
5590,The_Clumpers,Gale crater,Gale crater
5591,The_Cletts,Gale crater,Gale crater
5592,The_Cletts,Gale crater,Gale crater
5593,The_Cletts,Gale crater,Gale crater
5594,The_Cletts,Gale crater,Gale crater
5595,The_Cletts,Gale crater,Gale crater
5596,The_Cletts,Gale crater,Gale crater
5597,The_Cletts,Gale crater,Gale crater
5598,The_Cletts,Gale crater,Gale crater
5599,The_Cletts,Gale crater,Gale crater
5600,The_Cletts,Gale crater,Gale crater
5601,The_Barck,Gale crater,Gale crater
5602,The_Barck,Gale crater,Gale crater
5603,The_Barck,Gale crater,Gale crater
5604,The_Barck,Gale crater,Gale crater
5605,The_Barck,Gale crater,Gale crater
5606,The_Barck,Gale crater,Gale crater
5607,The_Barck,Gale crater,Gale crater
5608,The_Barck,Gale crater,Gale crater
5609,The_Barck,Gale crater,Gale crater
5610,The_Barck,Gale crater,Gale crater
5611,Groken_ccam2,Gale crater,Gale crater
5612,Groken_ccam2,Gale crater,Gale crater
5613,Groken_ccam2,Gale crater,Gale crater
5614,Groken_ccam2,Gale crater,Gale crater
5615,Groken_ccam2,Gale crater,Gale crater
5616,Groken_ccam2,Gale crater,Gale crater
5617,Groken_ccam2,Gale crater,Gale crater
5618,Groken_ccam2,Gale crater,Gale crater
5619,Groken_ccam2,Gale crater,Gale crater
5620,Groken_ccam2,Gale crater,Gale crater
5621,Groken_ccam2,Gale crater,Gale crater
5622,Groken_ccam2,Gale crater,Gale crater
5623,Groken_ccam2,Gale crater,Gale crater
5624,Groken_ccam2,Gale crater,Gale crater
5625,Groken_ccam2,Gale crater,Gale crater
5626,Groken_ccam2,Gale crater,Gale crater
5627,Groken_ccam2,Gale crater,Gale crater
5628,Groken_ccam2,Gale crater,Gale crater
5629,Groken_ccam2,Gale crater,Gale crater
5630,Groken_ccam2,Gale crater,Gale crater
5631,Catpund,Gale crater,Gale crater
5632,Catpund,Gale crater,Gale crater
5633,Catpund,Gale crater,Gale crater
5634,Catpund,Gale crater,Gale crater
5635,Catpund,Gale crater,Gale crater
5636,Catpund,Gale crater,Gale crater
5637,Catpund,Gale crater,Gale crater
5638,Catpund,Gale crater,Gale crater
5639,Catpund,Gale crater,Gale crater
5640,Catpund,Gale crater,Gale crater
5641,Groken_drill_ccam,Gale crater,Gale crater
5642,Groken_drill_ccam,Gale crater,Gale crater
5643,Groken_drill_ccam,Gale crater,Gale crater
5644,Groken_drill_ccam,Gale crater,Gale crater
5645,Groken_drill_ccam,Gale crater,Gale crater
5646,Groken_drill_ccam,Gale crater,Gale crater
5647,Groken_drill_ccam,Gale crater,Gale crater
5648,Groken_drill_ccam,Gale crater,Gale crater
5649,Groken_drill_ccam,Gale crater,Gale crater
5650,Groken_drill_ccam,Gale crater,Gale crater
5651,Fladdabister,Gale crater,Gale crater
5652,Fladdabister,Gale crater,Gale crater
5653,Fladdabister,Gale crater,Gale crater
5654,Fladdabister,Gale crater,Gale crater
5655,Fladdabister,Gale crater,Gale crater
5656,Fladdabister,Gale crater,Gale crater
5657,Fladdabister,Gale crater,Gale crater
5658,Fladdabister,Gale crater,Gale crater
5659,Fladdabister,Gale crater,Gale crater
5660,Fladdabister,Gale crater,Gale crater
5661,Glendaruel,Gale crater,Gale crater
5662,Glendaruel,Gale crater,Gale crater
5663,Glendaruel,Gale crater,Gale crater
5664,Glendaruel,Gale crater,Gale crater
5665,Glendaruel,Gale crater,Gale crater
5666,Glendaruel,Gale crater,Gale crater
5667,Glendaruel,Gale crater,Gale crater
5668,Glendaruel,Gale crater,Gale crater
5669,Glendaruel,Gale crater,Gale crater
5670,Glendaruel,Gale crater,Gale crater
5671,Glendaruel,Gale crater,Gale crater
5672,Glendaruel,Gale crater,Gale crater
5673,Glendaruel,Gale crater,Gale crater
5674,Glendaruel,Gale crater,Gale crater
5675,Glendaruel,Gale crater,Gale crater
5676,Glendaruel,Gale crater,Gale crater
5677,Glendaruel,Gale crater,Gale crater
5678,Glendaruel,Gale crater,Gale crater
5679,Glendaruel,Gale crater,Gale crater
5680,Glendaruel,Gale crater,Gale crater
5681,Melby_Fish_Beds,Gale crater,Gale crater
5682,Melby_Fish_Beds,Gale crater,Gale crater
5683,Melby_Fish_Beds,Gale crater,Gale crater
5684,Melby_Fish_Beds,Gale crater,Gale crater
5685,Melby_Fish_Beds,Gale crater,Gale crater
5686,Melby_Fish_Beds,Gale crater,Gale crater
5687,Melby_Fish_Beds,Gale crater,Gale crater
5688,Melby_Fish_Beds,Gale crater,Gale crater
5689,Melby_Fish_Beds,Gale crater,Gale crater
5690,Melby_Fish_Beds,Gale crater,Gale crater
5691,Villians,Gale crater,Gale crater
5692,Villians,Gale crater,Gale crater
5693,Villians,Gale crater,Gale crater
5694,Villians,Gale crater,Gale crater
5695,Villians,Gale crater,Gale crater
5696,Villians,Gale crater,Gale crater
5697,Villians,Gale crater,Gale crater
5698,Villians,Gale crater,Gale crater
5699,Villians,Gale crater,Gale crater
5700,Villians,Gale crater,Gale crater
5701,Vord,Gale crater,Gale crater
5702,Vord,Gale crater,Gale crater
5703,Vord,Gale crater,Gale crater
5704,Vord,Gale crater,Gale crater
5705,Vord,Gale crater,Gale crater
5706,Vord,Gale crater,Gale crater
5707,Vord,Gale crater,Gale crater
5708,Vord,Gale crater,Gale crater
5709,Vord,Gale crater,Gale crater
5710,Vord,Gale crater,Gale crater
5711,Clibberswick,Gale crater,Gale crater
5712,Clibberswick,Gale crater,Gale crater
5713,Clibberswick,Gale crater,Gale crater
5714,Clibberswick,Gale crater,Gale crater
5715,Clibberswick,Gale crater,Gale crater
5716,Clibberswick,Gale crater,Gale crater
5717,Clibberswick,Gale crater,Gale crater
5718,Clibberswick,Gale crater,Gale crater
5719,Clibberswick,Gale crater,Gale crater
5720,Clibberswick,Gale crater,Gale crater
5721,Vord_2,Gale crater,Gale crater
5722,Vord_2,Gale crater,Gale crater
5723,Vord_2,Gale crater,Gale crater
5724,Vord_2,Gale crater,Gale crater
5725,Vord_2,Gale crater,Gale crater
5726,Vord_2,Gale crater,Gale crater
5727,Vord_2,Gale crater,Gale crater
5728,Vord_2,Gale crater,Gale crater
5729,Vord_2,Gale crater,Gale crater
5730,Vord_2,Gale crater,Gale crater
5731,Vord_3,Gale crater,Gale crater
5732,Vord_3,Gale crater,Gale crater
5733,Vord_3,Gale crater,Gale crater
5734,Vord_3,Gale crater,Gale crater
5735,Vord_3,Gale crater,Gale crater
5736,Scaraben,Gale crater,Gale crater
5737,Scaraben,Gale crater,Gale crater
5738,Ness,Gale crater,Gale crater
5739,Ness,Gale crater,Gale crater
5740,Ness,Gale crater,Gale crater
5741,Ness,Gale crater,Gale crater
5742,Ness,Gale crater,Gale crater
5743,Ness,Gale crater,Gale crater
5744,Ness,Gale crater,Gale crater
5745,Ness,Gale crater,Gale crater
5746,Ness,Gale crater,Gale crater
5747,Ness,Gale crater,Gale crater
5748,Hollandstoun,Gale crater,Gale crater
5749,Bister,Gale crater,Gale crater
5750,Bister,Gale crater,Gale crater
5751,Fittie,Gale crater,Gale crater
5752,Fittie,Gale crater,Gale crater
5753,Ting,Gale crater,Gale crater
5754,Tingwall,Gale crater,Gale crater
5755,aegis_post_2927a,Gale crater,Gale crater
5756,aegis_post_2927a,Gale crater,Gale crater
5757,aegis_post_2927a,Gale crater,Gale crater
5758,aegis_post_2927a,Gale crater,Gale crater
5759,aegis_post_2927a,Gale crater,Gale crater
5760,aegis_post_2927a,Gale crater,Gale crater
5761,Fugla_Ness,Gale crater,Gale crater
5762,Fugla_Ness,Gale crater,Gale crater
5763,aegis_post_2934a,Gale crater,Gale crater
5764,aegis_post_2934a,Gale crater,Gale crater
5765,aegis_post_2934a,Gale crater,Gale crater
5766,aegis_post_2934a,Gale crater,Gale crater
5767,aegis_post_2934b,Gale crater,Gale crater
5768,aegis_post_2934b,Gale crater,Gale crater
5769,aegis_post_2934b,Gale crater,Gale crater
5770,Achosnich,Gale crater,Gale crater
5771,Achosnich,Gale crater,Gale crater
5772,Achosnich,Gale crater,Gale crater
5773,Achnashellach,Gale crater,Gale crater
5774,Smugglers_Cave,Gale crater,Gale crater
5775,Smugglers_Cave,Gale crater,Gale crater
5776,Smugglers_Cave,Gale crater,Gale crater
5777,Smugglers_Cave,Gale crater,Gale crater
5778,Smugglers_Cave,Gale crater,Gale crater
5779,Smugglers_Cave,Gale crater,Gale crater
5780,aegis_post_2937a,Gale crater,Gale crater
5781,aegis_post_2937a,Gale crater,Gale crater
5782,Breck,Gale crater,Gale crater
5783,Breck,Gale crater,Gale crater
5784,Breck,Gale crater,Gale crater
5785,Breabag,Gale crater,Gale crater
5786,Breabag,Gale crater,Gale crater
5787,aegis_post_2939a,Gale crater,Gale crater
5788,aegis_post_2939a,Gale crater,Gale crater
5789,aegis_post_2939a,Gale crater,Gale crater
5790,Black_Mire,Gale crater,Gale crater
5791,Black_Mire,Gale crater,Gale crater
5792,Black_Mire,Gale crater,Gale crater
5793,aegis_post_2941a,Gale crater,Gale crater
5794,aegis_post_2941b,Gale crater,Gale crater
5795,Clickimin,Gale crater,Gale crater
5796,Taexali,Gale crater,Gale crater
5797,Taexali,Gale crater,Gale crater
5798,Drid_Geo,Gale crater,Gale crater
5799,Drid_Geo,Gale crater,Gale crater
5800,Gribun,Gale crater,Gale crater
5801,Giova_ccam,Gale crater,Gale crater
5802,Gathersnow_Hill,Gale crater,Gale crater
5803,aegis_post_2952a,Gale crater,Gale crater
5804,aegis_post_2952a,Gale crater,Gale crater
5805,aegis_post_2952a,Gale crater,Gale crater
5806,Achnagarron,Gale crater,Gale crater
5807,Achnaha,Gale crater,Gale crater
5808,Achnacarry,Gale crater,Gale crater
5809,Achininver,Gale crater,Gale crater
5810,Achnasau,Gale crater,Gale crater
5811,Achnasau,Gale crater,Gale crater
5812,Achnasau,Gale crater,Gale crater
5813,Backaland,Gale crater,Gale crater
5814,White_Coomb,Gale crater,Gale crater
5815,aegis_post_2966b,Gale crater,Gale crater
5816,aegis_post_2966c,Gale crater,Gale crater
5817,Shillhope_Law,Gale crater,Gale crater
5818,aegis_post_2971a,Gale crater,Gale crater
5819,aegis_post_2971a,Gale crater,Gale crater
5820,aegis_post_2971a,Gale crater,Gale crater
5821,Nesting_Fault,Gale crater,Gale crater
5822,Nesting_Fault,Gale crater,Gale crater
5823,Nesting_Fault,Gale crater,Gale crater
5824,Cod_Baa_ccam,Gale crater,Gale crater
5825,St_Abbs,Gale crater,Gale crater
5826,St_Abbs,Gale crater,Gale crater
5827,St_Abbs,Gale crater,Gale crater
