Number,Sample,Formation,Pathway
3282,Kitteredge_Brook,Gale crater,Gale crater
3283,Kitteredge_Brook,Gale crater,Gale crater
3284,Kitteredge_Brook,Gale crater,Gale crater
3285,Kitteredge_Brook,Gale crater,Gale crater
3286,aegis_post_1738a,Gale crater,Gale crater
3287,aegis_post_1738a,Gale crater,Gale crater
3288,aegis_post_1738a,Gale crater,Gale crater
3289,aegis_post_1738a,Gale crater,Gale crater
3290,aegis_post_1738a,Gale crater,Gale crater
3291,aegis_post_1738a,Gale crater,Gale crater
3292,Hamilton_Pond,Gale crater,Gale crater
3293,Hamilton_Pond,Gale crater,Gale crater
3294,Hamilton_Pond,Gale crater,Gale crater
3295,Hamilton_Pond,Gale crater,Gale crater
3296,Hamilton_Pond,Gale crater,Gale crater
3297,Hamilton_Pond,Gale crater,Gale crater
3298,Hamilton_Pond,Gale crater,Gale crater
3299,Hamilton_Pond,Gale crater,Gale crater
3300,Whalesback,Gale crater,Gale crater
3301,aegis_post_1741a,Gale crater,Gale crater
3302,aegis_post_1741a,Gale crater,Gale crater
3303,aegis_post_1741a,Gale crater,Gale crater
3304,aegis_post_1741a,Gale crater,Gale crater
3305,Mingo_ccam,Gale crater,Gale crater
3306,Mingo_ccam,Gale crater,Gale crater
3307,Mingo_ccam,Gale crater,Gale crater
3308,Mingo_ccam,Gale crater,Gale crater
3309,Mingo_ccam,Gale crater,Gale crater
3310,Mingo_ccam,Gale crater,Gale crater
3311,Mingo_ccam,Gale crater,Gale crater
3312,Mingo_ccam,Gale crater,Gale crater
3313,Mingo_ccam,Gale crater,Gale crater
3314,Jobbies_ccam,Gale crater,Gale crater
3315,Jobbies_ccam,Gale crater,Gale crater
3316,Jobbies_ccam,Gale crater,Gale crater
3317,Jobbies_ccam,Gale crater,Gale crater
3318,Jobbies_ccam,Gale crater,Gale crater
3319,Jobbies_ccam,Gale crater,Gale crater
3320,Jobbies_ccam,Gale crater,Gale crater
3321,Jobbies_ccam,Gale crater,Gale crater
3322,Jobbies_ccam,Gale crater,Gale crater
3323,Jobbies_ccam,Gale crater,Gale crater
3324,Blubber,Gale crater,Gale crater
3325,Blubber,Gale crater,Gale crater
3326,Blubber,Gale crater,Gale crater
3327,Blubber,Gale crater,Gale crater
3328,Blubber,Gale crater,Gale crater
3329,Blubber,Gale crater,Gale crater
3330,Blubber,Gale crater,Gale crater
3331,Blubber,Gale crater,Gale crater
3332,Blubber,Gale crater,Gale crater
3333,Blubber,Gale crater,Gale crater
3334,Blubber,Gale crater,Gale crater
3335,Blubber,Gale crater,Gale crater
3336,Blubber,Gale crater,Gale crater
3337,No_Mans_Land,Gale crater,Gale crater
3338,No_Mans_Land,Gale crater,Gale crater
3339,Verona,Gale crater,Gale crater
3340,Verona,Gale crater,Gale crater
3341,Merrymeeting_Bay,Gale crater,Gale crater
3342,Enchanted_Island_CCAM,Gale crater,Gale crater
3343,aegis_post_1752a,Gale crater,Gale crater
3344,Hells_Half_Acre,Gale crater,Gale crater
3345,Hells_Half_Acre,Gale crater,Gale crater
3346,Hells_Half_Acre,Gale crater,Gale crater
3347,Hells_Half_Acre,Gale crater,Gale crater
3348,Hells_Half_Acre,Gale crater,Gale crater
3349,Hells_Half_Acre,Gale crater,Gale crater
3350,Hells_Half_Acre,Gale crater,Gale crater
3351,Hockomock_Bay,Gale crater,Gale crater
3352,aegis_post_1754a,Gale crater,Gale crater
3353,Jimmies_Ledge,Gale crater,Gale crater
3354,Jimmies_Ledge,Gale crater,Gale crater
3355,Jimmies_Ledge,Gale crater,Gale crater
3356,Jimmies_Ledge,Gale crater,Gale crater
3357,Jennys_Nubble,Gale crater,Gale crater
3358,Jennys_Nubble,Gale crater,Gale crater
3359,Jennys_Nubble,Gale crater,Gale crater
3360,Jennys_Nubble,Gale crater,Gale crater
3361,Jennys_Nubble,Gale crater,Gale crater
3362,Jennys_Nubble,Gale crater,Gale crater
3363,Jennys_Nubble,Gale crater,Gale crater
3364,Jennys_Nubble,Gale crater,Gale crater
3365,Jennys_Nubble,Gale crater,Gale crater
3366,Jennys_Nubble,Gale crater,Gale crater
3367,Huckins_Ledge,Gale crater,Gale crater
3368,Huckins_Ledge,Gale crater,Gale crater
3369,Huckins_Ledge,Gale crater,Gale crater
3370,Huckins_Ledge,Gale crater,Gale crater
3371,Huckins_Ledge,Gale crater,Gale crater
3372,Huckins_Ledge,Gale crater,Gale crater
3373,Huckins_Ledge,Gale crater,Gale crater
3374,Mackerel_Ledge,Gale crater,Gale crater
3375,Mackerel_Ledge,Gale crater,Gale crater
3376,Mackerel_Ledge,Gale crater,Gale crater
3377,Megee,Gale crater,Gale crater
3378,Manana,Gale crater,Gale crater
3379,Manana,Gale crater,Gale crater
3380,Manana,Gale crater,Gale crater
3381,Manana,Gale crater,Gale crater
3382,Manana,Gale crater,Gale crater
3383,Zephyr_Ledges,Gale crater,Gale crater
3384,Zephyr_Ledges,Gale crater,Gale crater
3385,Zephyr_Ledges,Gale crater,Gale crater
3386,Zephyr_Ledges,Gale crater,Gale crater
3387,Zephyr_Ledges,Gale crater,Gale crater
3388,Zephyr_Ledges,Gale crater,Gale crater
3389,Wallace_Ledge,Gale crater,Gale crater
3390,Wallace_Ledge,Gale crater,Gale crater
3391,Wallace_Ledge,Gale crater,Gale crater
3392,aegis_post_1793a,Gale crater,Gale crater
3393,aegis_post_1793a,Gale crater,Gale crater
3394,aegis_post_1793a,Gale crater,Gale crater
3395,aegis_post_1793a,Gale crater,Gale crater
3396,aegis_post_1793a,Gale crater,Gale crater
3397,aegis_post_1793a,Gale crater,Gale crater
3398,aegis_post_1793a,Gale crater,Gale crater
3399,Biljim,Gale crater,Gale crater
3400,Biljim,Gale crater,Gale crater
3401,Biljim,Gale crater,Gale crater
3402,Mosquick,Gale crater,Gale crater
3403,Doliver_ccam,Gale crater,Gale crater
3404,aegis_post_1803a,Gale crater,Gale crater
3405,aegis_post_1803a,Gale crater,Gale crater
3406,Phoebe_Ledge,Gale crater,Gale crater
3407,Toothacher_Island,Gale crater,Gale crater
3408,Toothacher_Island,Gale crater,Gale crater
3409,Toothacher_Island,Gale crater,Gale crater
3410,Toothacher_Island,Gale crater,Gale crater
3411,Robinson_Rock_ccam,Gale crater,Gale crater
3412,Robinson_Rock_ccam,Gale crater,Gale crater
3413,Robinson_Rock_ccam,Gale crater,Gale crater
3414,Troll_Valley_ccam,Gale crater,Gale crater
3415,Troll_Valley_ccam,Gale crater,Gale crater
3416,Troll_Valley_ccam,Gale crater,Gale crater
3417,Troll_Valley_ccam,Gale crater,Gale crater
3418,Troll_Valley_ccam,Gale crater,Gale crater
3419,Sherwood_Forest,Gale crater,Gale crater
3420,Sherwood_Forest,Gale crater,Gale crater
3421,Sherwood_Forest,Gale crater,Gale crater
3422,Sherwood_Forest,Gale crater,Gale crater
3423,aegis_post_1827a,Gale crater,Gale crater
3424,Bonney_Woods,Gale crater,Gale crater
3425,Hawk_Mountain,Gale crater,Gale crater
3426,Hawk_Mountain,Gale crater,Gale crater
3427,Hawk_Mountain,Gale crater,Gale crater
3428,Hawk_Mountain,Gale crater,Gale crater
3429,Enon_ccam,Gale crater,Gale crater
3430,Enon_ccam,Gale crater,Gale crater
3431,Enon_ccam,Gale crater,Gale crater
3432,Enon_ccam,Gale crater,Gale crater
3433,Normandien,Gale crater,Gale crater
3434,Black_Reef,Gale crater,Gale crater
3435,Lucknow_ccam,Gale crater,Gale crater
3436,Lucknow_ccam,Gale crater,Gale crater
3437,Duitschland_ccam,Gale crater,Gale crater
3438,Duitschland_ccam,Gale crater,Gale crater
3439,Duitschland_ccam,Gale crater,Gale crater
3440,Duitschland_ccam,Gale crater,Gale crater
3441,Duitschland_ccam,Gale crater,Gale crater
3442,Duitschland_ccam,Gale crater,Gale crater
3443,Duitschland_ccam,Gale crater,Gale crater
3444,Duitschland_ccam,Gale crater,Gale crater
3445,Duitschland_ccam,Gale crater,Gale crater
3446,Bokkeveld,Gale crater,Gale crater
3447,Bokkeveld,Gale crater,Gale crater
3448,Buffalo_Springs,Gale crater,Gale crater
3449,aegis_post_1842a,Gale crater,Gale crater
3450,aegis_post_1842a,Gale crater,Gale crater
3451,aegis_post_1842a,Gale crater,Gale crater
3452,aegis_post_1842a,Gale crater,Gale crater
3453,aegis_post_1842a,Gale crater,Gale crater
3454,aegis_post_1842a,Gale crater,Gale crater
3455,Woodlands,Gale crater,Gale crater
3456,Woodlands,Gale crater,Gale crater
3457,Woodlands,Gale crater,Gale crater
3458,Montecristo,Gale crater,Gale crater
3459,Montecristo,Gale crater,Gale crater
3460,Montecristo,Gale crater,Gale crater
3461,Montecristo,Gale crater,Gale crater
3462,Montecristo,Gale crater,Gale crater
3463,aegis_post_1844a,Gale crater,Gale crater
3464,aegis_post_1844a,Gale crater,Gale crater
3465,aegis_post_1844a,Gale crater,Gale crater
3466,aegis_post_1844a,Gale crater,Gale crater
3467,aegis_post_1844a,Gale crater,Gale crater
3468,aegis_post_1844a,Gale crater,Gale crater
3469,aegis_post_1844a,Gale crater,Gale crater
3470,aegis_post_1844a,Gale crater,Gale crater
3471,aegis_post_1844a,Gale crater,Gale crater
3472,Bushveld,Gale crater,Gale crater
3473,Bushveld,Gale crater,Gale crater
3474,Bushveld,Gale crater,Gale crater
3475,Bushveld,Gale crater,Gale crater
3476,Bushveld,Gale crater,Gale crater
3477,Bushveld,Gale crater,Gale crater
3478,Bushveld,Gale crater,Gale crater
3479,Bushveld,Gale crater,Gale crater
3480,Bushveld,Gale crater,Gale crater
3481,Bushveld,Gale crater,Gale crater
3482,Boomplaas,Gale crater,Gale crater
3483,aegis_post_1849a,Gale crater,Gale crater
3484,aegis_post_1849a,Gale crater,Gale crater
3485,aegis_post_1849a,Gale crater,Gale crater
3486,Balfour_ccam,Gale crater,Gale crater
3487,Balfour_ccam,Gale crater,Gale crater
3488,Balfour_ccam,Gale crater,Gale crater
3489,Balfour_ccam,Gale crater,Gale crater
3490,Balfour_ccam,Gale crater,Gale crater
3491,Balfour_ccam,Gale crater,Gale crater
3492,Lisbon,Gale crater,Gale crater
3493,Lisbon,Gale crater,Gale crater
3494,Lisbon,Gale crater,Gale crater
3495,Lisbon,Gale crater,Gale crater
3496,Lisbon,Gale crater,Gale crater
3497,Estecourt,Gale crater,Gale crater
3498,Estecourt,Gale crater,Gale crater
3499,Barberton_ccam,Gale crater,Gale crater
3500,Barberton_ccam,Gale crater,Gale crater
3501,Barberton_ccam,Gale crater,Gale crater
3502,Barberton_ccam,Gale crater,Gale crater
3503,Barberton_ccam,Gale crater,Gale crater
3504,Waboomberg,Gale crater,Gale crater
3505,Waboomberg,Gale crater,Gale crater
3506,Waboomberg,Gale crater,Gale crater
3507,Platberg_DRT,Gale crater,Gale crater
3508,Platberg_DRT,Gale crater,Gale crater
3509,Platberg_DRT,Gale crater,Gale crater
3510,Platberg_DRT,Gale crater,Gale crater
3511,Platberg_DRT,Gale crater,Gale crater
3512,Platberg_DRT,Gale crater,Gale crater
3513,Platberg_DRT,Gale crater,Gale crater
3514,Platberg_DRT,Gale crater,Gale crater
3515,Platberg_DRT,Gale crater,Gale crater
3516,Fort_Brown,Gale crater,Gale crater
3517,Fort_Brown,Gale crater,Gale crater
3518,Fort_Brown,Gale crater,Gale crater
3519,Fort_Brown,Gale crater,Gale crater
3520,Fort_Brown,Gale crater,Gale crater
3521,Fort_Brown,Gale crater,Gale crater
3522,Fort_Brown,Gale crater,Gale crater
3523,Kirkwood,Gale crater,Gale crater
3524,Kirkwood,Gale crater,Gale crater
3525,Kirkwood,Gale crater,Gale crater
3526,Kirkwood,Gale crater,Gale crater
3527,Kirkwood,Gale crater,Gale crater
3528,Fairfield,Gale crater,Gale crater
3529,aegis_post_1874a,Gale crater,Gale crater
3530,aegis_post_1874a,Gale crater,Gale crater
3531,aegis_post_1874a,Gale crater,Gale crater
3532,aegis_post_1874a,Gale crater,Gale crater
3533,aegis_post_1874a,Gale crater,Gale crater
3534,aegis_post_1874a,Gale crater,Gale crater
3535,aegis_post_1874a,Gale crater,Gale crater
3536,aegis_post_1874a,Gale crater,Gale crater
3537,aegis_post_1874a,Gale crater,Gale crater
3538,Reliance,Gale crater,Gale crater
3539,Reliance,Gale crater,Gale crater
3540,Reliance,Gale crater,Gale crater
3541,Reliance,Gale crater,Gale crater
3542,Reliance,Gale crater,Gale crater
3543,Reliance,Gale crater,Gale crater
3544,Reliance,Gale crater,Gale crater
3545,Reliance,Gale crater,Gale crater
3546,Reliance,Gale crater,Gale crater
3547,Dominion,Gale crater,Gale crater
3548,Dominion,Gale crater,Gale crater
3549,Dominion,Gale crater,Gale crater
3550,Dominion,Gale crater,Gale crater
3551,Dominion,Gale crater,Gale crater
3552,Dominion,Gale crater,Gale crater
3553,Dominion,Gale crater,Gale crater
3554,Dominion,Gale crater,Gale crater
3555,Dominion,Gale crater,Gale crater
3556,Dominion,Gale crater,Gale crater
3557,Cango_Caves,Gale crater,Gale crater
3558,Cango_Caves,Gale crater,Gale crater
3559,Cango_Caves,Gale crater,Gale crater
3560,Middleton_ccam,Gale crater,Gale crater
3561,Middleton_ccam,Gale crater,Gale crater
3562,Middleton_ccam,Gale crater,Gale crater
3563,Middleton_ccam,Gale crater,Gale crater
3564,Middleton_ccam,Gale crater,Gale crater
3565,Middleton_ccam,Gale crater,Gale crater
3566,Brenton,Gale crater,Gale crater
3567,Brenton,Gale crater,Gale crater
3568,Brenton,Gale crater,Gale crater
3569,Brenton,Gale crater,Gale crater
3570,Brenton,Gale crater,Gale crater
3571,Brenton,Gale crater,Gale crater
3572,Brenton,Gale crater,Gale crater
3573,Brenton,Gale crater,Gale crater
3574,aegis_post_1878a,Gale crater,Gale crater
3575,aegis_post_1878a,Gale crater,Gale crater
3576,aegis_post_1878a,Gale crater,Gale crater
3577,Oaktree_day,Gale crater,Gale crater
3578,Oaktree_day,Gale crater,Gale crater
3579,Oaktree_day,Gale crater,Gale crater
3580,Oaktree_day,Gale crater,Gale crater
3581,Oaktree_day,Gale crater,Gale crater
3582,Oaktree_day,Gale crater,Gale crater
3583,Oaktree_day,Gale crater,Gale crater
3584,Oaktree_day,Gale crater,Gale crater
3585,Lebombo_day,Gale crater,Gale crater
3586,Lebombo_day,Gale crater,Gale crater
3587,Lebombo_day,Gale crater,Gale crater
3588,Zululand_ccam,Gale crater,Gale crater
3589,Zululand_ccam,Gale crater,Gale crater
3590,Zululand_ccam,Gale crater,Gale crater
3591,Zululand_ccam,Gale crater,Gale crater
3592,Hexriver_ccam,Gale crater,Gale crater
3593,Lebombo_night,Gale crater,Gale crater
3594,Lebombo_night,Gale crater,Gale crater
3595,Lebombo_night,Gale crater,Gale crater
3596,Lebombo_night,Gale crater,Gale crater
3597,Lebombo_night,Gale crater,Gale crater
3598,Lebombo_night,Gale crater,Gale crater
3599,Lebombo_night,Gale crater,Gale crater
3600,Lebombo_night,Gale crater,Gale crater
3601,Oaktree_night,Gale crater,Gale crater
3602,Oaktree_night,Gale crater,Gale crater
3603,Oaktree_night,Gale crater,Gale crater
3604,Oaktree_night,Gale crater,Gale crater
3605,Oaktree_night,Gale crater,Gale crater
3606,Oaktree_night,Gale crater,Gale crater
3607,Oaktree_night,Gale crater,Gale crater
3608,Klipfonteinheuwel_ccam,Gale crater,Gale crater
3609,Klippan_ccam,Gale crater,Gale crater
3610,Klippan_ccam,Gale crater,Gale crater
3611,Lebombo_night,Gale crater,Gale crater
3612,Lebombo_night,Gale crater,Gale crater
3613,Lebombo_night,Gale crater,Gale crater
3614,Lebombo_night,Gale crater,Gale crater
3615,Lebombo_night,Gale crater,Gale crater
3616,Lebombo_night,Gale crater,Gale crater
3617,Oaktree_night2,Gale crater,Gale crater
3618,Oaktree_night2,Gale crater,Gale crater
3619,Oaktree_night2,Gale crater,Gale crater
3620,Oaktree_night2,Gale crater,Gale crater
3621,Oaktree_night2,Gale crater,Gale crater
3622,Lyttelton_ccam,Gale crater,Gale crater
3623,Drakensberg_ccam,Gale crater,Gale crater
3624,Naute,Gale crater,Gale crater
3625,Naute,Gale crater,Gale crater
3626,Naute,Gale crater,Gale crater
3627,Naute,Gale crater,Gale crater
3628,Naute,Gale crater,Gale crater
3629,Naute,Gale crater,Gale crater
3630,Naute,Gale crater,Gale crater
3631,Naute,Gale crater,Gale crater
3632,Naute,Gale crater,Gale crater
3633,Naute,Gale crater,Gale crater
3634,Mzamba_ccam,Gale crater,Gale crater
3635,Mzamba_ccam,Gale crater,Gale crater
3636,Mzamba_ccam,Gale crater,Gale crater
3637,Mzamba_ccam,Gale crater,Gale crater
3638,Nauga,Gale crater,Gale crater
3639,Nauga,Gale crater,Gale crater
3640,Sandwick,Gale crater,Gale crater
3641,Sandwick,Gale crater,Gale crater
3642,Sandwick,Gale crater,Gale crater
3643,Sandwick,Gale crater,Gale crater
3644,Sandwick,Gale crater,Gale crater
3645,Sandwick,Gale crater,Gale crater
3646,Sandwick,Gale crater,Gale crater
3647,Sandwick,Gale crater,Gale crater
3648,Sandwick,Gale crater,Gale crater
3649,aegis_post_1898a,Gale crater,Gale crater
3650,aegis_post_1898a,Gale crater,Gale crater
3651,Sandwick_night,Gale crater,Gale crater
3652,Sandwick_night,Gale crater,Gale crater
3653,Sandwick_night,Gale crater,Gale crater
3654,Sandwick_night,Gale crater,Gale crater
3655,Sandwick_night,Gale crater,Gale crater
3656,Sandwick_night,Gale crater,Gale crater
3657,Sandwick_night,Gale crater,Gale crater
3658,Sandwick_night,Gale crater,Gale crater
3659,Sandwick_night,Gale crater,Gale crater
3660,Sandwick_night,Gale crater,Gale crater
3661,Stonehaven,Gale crater,Gale crater
3662,Stonehaven,Gale crater,Gale crater
3663,Stonehaven,Gale crater,Gale crater
3664,Stonehaven,Gale crater,Gale crater
3665,Stonehaven,Gale crater,Gale crater
3666,Stonehaven,Gale crater,Gale crater
3667,Stonehaven,Gale crater,Gale crater
3668,Laphroaig,Gale crater,Gale crater
3669,Ben_More,Gale crater,Gale crater
3670,aegis_post_1916b,Gale crater,Gale crater
3671,Assynt,Gale crater,Gale crater
3672,Elgin,Gale crater,Gale crater
3673,Elgin,Gale crater,Gale crater
3674,Boreray,Gale crater,Gale crater
3675,Boreray,Gale crater,Gale crater
3676,Boreray,Gale crater,Gale crater
3677,Boreray,Gale crater,Gale crater
3678,Boreray,Gale crater,Gale crater
3679,Boreray,Gale crater,Gale crater
3680,Boreray,Gale crater,Gale crater
3681,Boreray,Gale crater,Gale crater
3682,Boreray,Gale crater,Gale crater
3683,Canna_ccam,Gale crater,Gale crater
3684,Funzie,Gale crater,Gale crater
3685,Funzie_2,Gale crater,Gale crater
3686,Mallaig_ccam,Gale crater,Gale crater
3687,Mallaig_ccam,Gale crater,Gale crater
3688,Eaval_ccam,Gale crater,Gale crater
3689,Eaval_ccam,Gale crater,Gale crater
3690,Loch_Scridain,Gale crater,Gale crater
3691,Loch_Scridain,Gale crater,Gale crater
3692,Loch_Scridain,Gale crater,Gale crater
3693,Loch_Scridain,Gale crater,Gale crater
3694,Loch_Scridain,Gale crater,Gale crater
3695,Bennachie,Gale crater,Gale crater
3696,Bennachie,Gale crater,Gale crater
3697,Drummock_ccam,Gale crater,Gale crater
3698,Drummock_ccam,Gale crater,Gale crater
3699,Drummock_ccam,Gale crater,Gale crater
3700,Newmachar_DRT,Gale crater,Gale crater
3701,Lake_Orcadie_CCAM,Gale crater,Gale crater
3702,Yesnaby_ccam,Gale crater,Gale crater
3703,Fladda,Gale crater,Gale crater
3704,Peterculter,Gale crater,Gale crater
3705,Benbecula_ccam,Gale crater,Gale crater
3706,Sleat,Gale crater,Gale crater
3707,Loch_Snizort,Gale crater,Gale crater
3708,Lake_Orcadie2_ccam,Gale crater,Gale crater
3709,Lake_Orcadie2_ccam,Gale crater,Gale crater
3710,Seaforth_Head_ccam,Gale crater,Gale crater
3711,Seaforth_Head_ccam,Gale crater,Gale crater
3712,Seaforth_Head_ccam,Gale crater,Gale crater
3713,Seaforth_Head_ccam,Gale crater,Gale crater
3714,aegis_post_1992a,Gale crater,Gale crater
3715,aegis_post_1992b,Gale crater,Gale crater
3716,aegis_post_1992b,Gale crater,Gale crater
3717,aegis_post_1992b,Gale crater,Gale crater
3718,Stirling_Castle_ccam,Gale crater,Gale crater
3719,Dunottar,Gale crater,Gale crater
3720,Durness_ccam,Gale crater,Gale crater
3721,Durness_ccam,Gale crater,Gale crater
3722,Paisley_ccam,Gale crater,Gale crater
3723,Fingals_Cave,Gale crater,Gale crater
3724,Fingals_Cave,Gale crater,Gale crater
3725,Mangersta,Gale crater,Gale crater
3726,Mangersta,Gale crater,Gale crater
3727,Mangersta,Gale crater,Gale crater
3728,Mangersta,Gale crater,Gale crater
3729,aegis_post_1999a,Gale crater,Gale crater
3730,aegis_post_1999a,Gale crater,Gale crater
3731,Brora,Gale crater,Gale crater
3732,Brora,Gale crater,Gale crater
3733,Brora,Gale crater,Gale crater
3734,Appin,Gale crater,Gale crater
3735,Appin,Gale crater,Gale crater
3736,Appin,Gale crater,Gale crater
3737,Appin,Gale crater,Gale crater
3738,Boddam,Gale crater,Gale crater
3739,Boddam,Gale crater,Gale crater
3740,Boddam,Gale crater,Gale crater
3741,Boddam,Gale crater,Gale crater
3742,Boddam,Gale crater,Gale crater
3743,Boddam,Gale crater,Gale crater
3744,Boddam,Gale crater,Gale crater
3745,Boddam,Gale crater,Gale crater
3746,Boddam,Gale crater,Gale crater
3747,Sgurr_of_Eigg_ccam,Gale crater,Gale crater
3748,Sgurr_of_Eigg_ccam,Gale crater,Gale crater
3749,Sgurr_of_Eigg_ccam,Gale crater,Gale crater
3750,Sgurr_of_Eigg_ccam,Gale crater,Gale crater
3751,Sgurr_of_Eigg_ccam,Gale crater,Gale crater
3752,Sgurr_of_Eigg_ccam,Gale crater,Gale crater
3753,Sgurr_of_Eigg_ccam,Gale crater,Gale crater
3754,aegis_post_2129b,Gale crater,Gale crater
3755,Berneray,Gale crater,Gale crater
3756,Berneray,Gale crater,Gale crater
3757,Shiant_Isles,Gale crater,Gale crater
3758,Glen_Brittle,Gale crater,Gale crater
3759,Stoer_ccam_drill_hole_2,Gale crater,Gale crater
3760,Stoer_ccam_drill_hole_2,Gale crater,Gale crater
3761,Calton_Hill,Gale crater,Gale crater
3762,Calton_Hill,Gale crater,Gale crater
3763,Calton_Hill,Gale crater,Gale crater
3764,Calton_Hill,Gale crater,Gale crater
3765,Calton_Hill,Gale crater,Gale crater
3766,Calton_Hill,Gale crater,Gale crater
3767,Calton_Hill,Gale crater,Gale crater
3768,Calton_Hill,Gale crater,Gale crater
3769,Calton_Hill,Gale crater,Gale crater
3770,Calton_Hill,Gale crater,Gale crater
3771,Arthurs_Seat,Gale crater,Gale crater
3772,Arthurs_Seat,Gale crater,Gale crater
3773,Arthurs_Seat,Gale crater,Gale crater
3774,Arthurs_Seat,Gale crater,Gale crater
3775,Arthurs_Seat,Gale crater,Gale crater
3776,Arthurs_Seat,Gale crater,Gale crater
3777,Arthurs_Seat,Gale crater,Gale crater
3778,Arthurs_Seat,Gale crater,Gale crater
3779,Arthurs_Seat,Gale crater,Gale crater
3780,Arthurs_Seat,Gale crater,Gale crater
3781,Portnahaven,Gale crater,Gale crater
3782,Portnahaven,Gale crater,Gale crater
3783,Portnahaven,Gale crater,Gale crater
3784,Mainland,Gale crater,Gale crater
3785,Mainland,Gale crater,Gale crater
3786,Mainland,Gale crater,Gale crater
3787,Doonie_Point,Gale crater,Gale crater
3788,Doonie_Point,Gale crater,Gale crater
3789,Doonie_Point,Gale crater,Gale crater
3790,Doonie_Point,Gale crater,Gale crater
3791,Doonie_Point,Gale crater,Gale crater
3792,Doonie_Point,Gale crater,Gale crater
3793,Doonie_Point,Gale crater,Gale crater
3794,Doonie_Point,Gale crater,Gale crater
3795,Doonie_Point,Gale crater,Gale crater
3796,Ainshval,Gale crater,Gale crater
3797,Ainshval,Gale crater,Gale crater
3798,Tarskavaig,Gale crater,Gale crater
3799,Tarskavaig,Gale crater,Gale crater
3800,Loch_Aline,Gale crater,Gale crater
3801,Loch_Aline,Gale crater,Gale crater
3802,Papa_Little,Gale crater,Gale crater
3803,Papa_Little,Gale crater,Gale crater
3804,Papa_Little,Gale crater,Gale crater
3805,Papa_Little,Gale crater,Gale crater
3806,Lach_Dunvegan,Gale crater,Gale crater
3807,Lach_Dunvegan,Gale crater,Gale crater
3808,Lach_Dunvegan,Gale crater,Gale crater
3809,Lach_Dunvegan,Gale crater,Gale crater
3810,Lach_Dunvegan,Gale crater,Gale crater
3811,Ben_Macdui,Gale crater,Gale crater
3812,Ben_Macdui,Gale crater,Gale crater
3813,Eathie,Gale crater,Gale crater
3814,The_Law,Gale crater,Gale crater
3815,aegis_post_2164a,Gale crater,Gale crater
3816,Great_Bernera,Gale crater,Gale crater
3817,Great_Bernera,Gale crater,Gale crater
3818,Great_Glen,Gale crater,Gale crater
3819,aegis_post_2167b,Gale crater,Gale crater
3820,Inverness_ccam,Gale crater,Gale crater
3821,Grange,Gale crater,Gale crater
3822,Grange,Gale crater,Gale crater
3823,Grange,Gale crater,Gale crater
3824,Grange,Gale crater,Gale crater
3825,Black_Isle,Gale crater,Gale crater
3826,Pentland,Gale crater,Gale crater
3827,Grange_2216,Gale crater,Gale crater
3828,Grange_2216,Gale crater,Gale crater
3829,Clune_2217,Gale crater,Gale crater
3830,Grange_2218,Gale crater,Gale crater
3831,Dryden,Gale crater,Gale crater
3832,Dryden,Gale crater,Gale crater
3833,Kirkness,Gale crater,Gale crater
3834,Rosebrae,Gale crater,Gale crater
3835,Highfield_drillhole_ccam,Gale crater,Gale crater
3836,Cullen,Gale crater,Gale crater
3837,Highfield_tailings_ccam_2,Gale crater,Gale crater
3838,Highfield_tailings_ccam_2,Gale crater,Gale crater
3839,Highfield_tailings_ccam_2,Gale crater,Gale crater
3840,Flanders_Moss,Gale crater,Gale crater
3841,Flanders_Moss,Gale crater,Gale crater
3842,Fraser_Castle_2,Gale crater,Gale crater
3843,Dun_Carloway,Gale crater,Gale crater
3844,Dun_Carloway,Gale crater,Gale crater
3845,St_Abbs_Head,Gale crater,Gale crater
3846,St_Abbs_Head,Gale crater,Gale crater
3847,St_Abbs_Head,Gale crater,Gale crater
3848,St_Abbs_Head,Gale crater,Gale crater
3849,St_Abbs_Head,Gale crater,Gale crater
3850,Grey_Mares_Tail,Gale crater,Gale crater
3851,Grey_Mares_Tail,Gale crater,Gale crater
3852,Grey_Mares_Tail,Gale crater,Gale crater
3853,Grey_Mares_Tail,Gale crater,Gale crater
3854,Grey_Mares_Tail,Gale crater,Gale crater
3855,Grey_Mares_Tail,Gale crater,Gale crater
3856,Little_Todday_2,Gale crater,Gale crater
3857,Lunga,Gale crater,Gale crater
3858,Lunga,Gale crater,Gale crater
3859,Lunga,Gale crater,Gale crater
3860,Lunga,Gale crater,Gale crater
3861,Lunga,Gale crater,Gale crater
3862,Noss,Gale crater,Gale crater
3863,Noss,Gale crater,Gale crater
3864,Noss,Gale crater,Gale crater
3865,Noss,Gale crater,Gale crater
3866,Noss,Gale crater,Gale crater
3867,Little_Todday_3,Gale crater,Gale crater
3868,Little_Todday_3,Gale crater,Gale crater
3869,Kerrera,Gale crater,Gale crater
3870,Quarry_Haven,Gale crater,Gale crater
3871,Quarry_Haven,Gale crater,Gale crater
3872,Quarry_Haven,Gale crater,Gale crater
3873,Quarry_Haven,Gale crater,Gale crater
3874,Quarry_Haven,Gale crater,Gale crater
3875,Carsaig,Gale crater,Gale crater
3876,Carsaig,Gale crater,Gale crater
3877,Carsaig,Gale crater,Gale crater
3878,Carsaig,Gale crater,Gale crater
3879,Carsaig,Gale crater,Gale crater
3880,Carsaig,Gale crater,Gale crater
3881,Carsaig,Gale crater,Gale crater
